AÑO,No.,VALOR ADICIONAL,VALOR TOTAL,OBJETO,MUNICIPIO,ESTADO,FECHA INICIO,FECHA TERMINACION,% AVANCE OBRA,% EJECUCION $$$$
2017,1723,$ 0.00,"$ 272,078,625.00",ESTUDIOS Y DISEÑOS PARA LA PAVIMENTACION Y REHABILITACION DE LA VIA ZAPATOCA - GIRON .,"ZAPATOCA
 GIRON",LIQUIDADO,2017-09-11T00:00:00.000,2017-11-24T00:00:00.000,100.00%,100.00%
2017,1727,"$ 345,380,773.62","$ 1,041,422,026.00",CONSTRUCCION DE REDES DE MEDIA Y BAJA TENSION Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACION RURAL DE LAS VEREDAS LUBIGARA - GUANENTA - REGADILLO- BUTAREGUA - LOS PINOS- EL SALITRE CARERA - CHAUETE SAN JOSE ALTO Y ARBOLITO DEL MUNICIPIO DE BARICHARA.,BARICHARA,LIQUIDADO,2017-09-28T00:00:00.000,2018-11-30T00:00:00.000,100.00%,100.00%
2017,1755,$ 0.00,$ 0.00,"AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y PROESTECH COLOMBIA SAS PARA LA IMPLEMENTACION Y PROMOCION DE METODOS ALTERNATIVOS QUE PERMITAN IDENTIFICAR FACTORES PARA PROVEER, MANTENER Y ADMINISTRAR LAS VIAS TERCIARIAS EN FORMA SUSTENTABLE Y CONTRIBUIR AL FORTALECIMIENTO DE LA CAPACIDAD DE GESTION VIAL",DPTO,LIQUIDADO,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2017,1755,$ 0.00,$ 0.00,"AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y PROESTECH COLOMBIA S.A.S. PARA LA IMPLEMENTACION Y PROMOCION DE METODOS ALTERNATIVOS QUE PERMITAN IDENTIFICAR FACTORES PARA PROVEER, MANTENER Y ADMINISTRAR LAS VIAS TERCIARIAS EN FORMA SUSTENTABLE Y CONTRIBUIR AL FORTALECIMIENTO DE LA CAPACIDAD DE GESTION VIAL.",FLORIDABLANCA,POR INICIAR,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2017,1757,$ 0.00,"$ 94,780,582.00",MANTENIMIENTO RUTINARIO Y PERIODICO DE LAS VIAS SECUNDARIAS DEL MUNICIPIO DE SUAITA ENMARCADO DENTRO DEL PROYECTO MANTENIMIENTO RUTINARIO DE LAS VIAS SECUNDARIAS DEL DEPARTAMENTO DE SANTANDER,SUAITA,LIQUIDADO,2017-09-04T00:00:00.000,2017-12-21T00:00:00.000,100.00%,0.00%
2017,1770,$ 0.00,"$ 51,400,000.00",INTERVENTORIA PARA CONSTRUCCION DE PUENTE VEHICULAR SOBRE LA QUEBRADA LA PRENSA UBICADA EN LA CARRERA 4 ENTRE CALLE 3A Y 5 DEL MUNICIPIO DE CHARTA SANTANDER,CHARTA,LIQUIDADO,2017-09-07T00:00:00.000,2017-12-05T00:00:00.000,100.00%,100.00%
2017,1786,$ 0.00,"$ 272,004,250.00",ESTUDIOS Y DISEÑOS PARA EL MEJORAMIENTO Y PAVIMENTACION DE LA VIA PALO BLANCO BOLIVAR.,BOLIVAR,LIQUIDADO,2017-09-11T00:00:00.000,2017-11-24T00:00:00.000,100.00%,100.00%
2017,1787,$ 0.00,"$  32.665.500,00",INTERVENTORIA PARA LA CONSTRUCCION RED SANITARIA Y PLUVIAL BARRIO SAN DIEGO CAMPESTRE DEL MUNICIPIO DE LEBRIJA SANTANDER.,LEBRIJA,LIQUIDADO,2017-09-18T00:00:00.000,2018-03-17T00:00:00.000,100.00%,100.00%
2017,1846,"$ 13,447,000.00","$ 63,397,250.00",INTERVENTORIA PARA LA ATENCION DE EMERGENCIA SEGÚN DECRETO MUNICIPAL N.021 DE 2017 EXPEDIDO POR EL ALCALDE MUNICIPAL DE TONA-DEPARTAMENTO DE SANTANDER,TONA,LIQUIDADO,2017-09-12T00:00:00.000,2018-01-25T00:00:00.000,100.00%,100.00%
2017,1847,"$ 205,000,000.00","$ 704,909,126.69",ATENCION A LA EMERGENCIA SEGÚN DECRETO N. 021 DE 2017 POR MEDIO DEL CUAL SE DECLARA UNA SITUACION DE CALAMIDAD PUBLICA EN EL MUNICIPIO DE TONA DEPARTAMENTO DE SANTANDER,TONA,LIQUIDADO,2017-09-12T00:00:00.000,2018-01-25T00:00:00.000,100.00%,"100%
ACTA FINAL"
2017,1877,$ 0.00,"$ 703,291,471.47","MEJORAMIENTO INTEGRAL Y URBANISMO DE LOS BARRIOS PAISAJES DEL NORTE Y BOSQUES DEL CACIQUE EN EL MUNICIPIO DE BUCARAMANGA - SANTANDER"".(ES UNA SELECCIÓN ABREVIADA IT - SA - 1704.)",BUCARAMANGA,LIQUIDADO,2017-09-27T00:00:00.000,2017-12-26T00:00:00.000,100.00%,"100%
ACTA FINAL"
2017,1883,"DPTO ADIC 2: 9.671.808.040,47
MPIO ADIC: 7.879.131.521,61","$ 62,516,947,539.17",CONSTRUCCION DEL INTERCAMBIADOR DE FATIMA UBICADO EN EL SECTOR DE LA INTERSECCION DE LA TRANSVERSAL ORIENTAL CON LA VIA ALTOVIENTO - SANTAFE Y SAN BERNARDO DEL MUNICIPIO DE FLORIDABLANCA,FLORIDABLANCA,LIQUIDADO,2017-10-04T00:00:00.000,2020-06-30T00:00:00.000,100.00%,100.00%
2017,1903,$ 0.00,$ 0.00,"EL OBJETO DEL PRESENTE CONTRATO INTERADMINISTRATIVO DE COMODATO DE MAQUINARIA, CELEBRADO PARA LA ENTREGA QUE EL DEPARTAMENTO REALIZA AL MUNICIPIO A TITULO DE COMODATO O PRESTAMO DE USO, DE : UA (01) VOLQUETA, UN (01) MOTONIVELADORA Y UNA (1) EXCAVADORA PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DEL MUNICIPIO DE CIMITARRA.",CIMITARRA,EJECUCION,2017-09-12T00:00:00.000,2019-06-27T00:00:00.000,0.00%,0.00%
2017,1904,$ 0.00,"$ 111,038,900.00",INTERVENTORIA PARA EL MEJORAMIENTO Y REHABILITACION DE LA VIA TERCIARIA HOYO DEL AIRE DE LA VEREDA EL TIGRE DEL MUNICIPIO DE LA PAZ SANTANDER.,LA PAZ,LIQUIDADO,2017-11-07T00:00:00.000,2018-04-06T00:00:00.000,100.00%,100.00%
2017,1974,"$ 75,253,892.00","$ 257,899,967.00",CONSTRUCCION DE OBRAS COMPLEMENTARIAS DEL COLISEO MISAEL PASTRANA BORRERO EN EL MUNICIPIO DE ZAPAROCA,ZAPATOCA,LIQUIDADO,2017-10-18T00:00:00.000,2018-05-17T00:00:00.000,100.00%,100.00%
2017,1975,$ 0.00,"$ 69,555,500.00",INTERVENTORIA CONSTRUCCION REDES DE MEDIA Y BAJA TENSION Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACION RURAL DE LAS VEREDAS LUBIGARA-GUANENTA-REGADILLO-BUTAREGUA-LOS PINOS-EL SALITRE-CARERA-CHAUETE-SAN JOSE ALTO Y ARBOLITO MUNICIPIO DE BARICHARA,BARICHARA,LIQUIDADO,2017-09-28T00:00:00.000,2018-11-30T00:00:00.000,100.00%,100.00%
2017,1977,"$ 75,560,306.26","$ 1,162,475,022.26","AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y EL MUNICIPIO DE BARBOSA PARA FINANCIAR EL PROYECTO DENOMINADO ""CONSTRUCCIÓN CENTRO VIDA DEL MUNICIPIO DE BARBOSA DEPARTAMENTO DE SANTANDER""",BARBOSA,TERMINADO,2018-06-18T00:00:00.000,2020-07-04T00:00:00.000,100.00%,"50%
ACTA 1"
2017,2037,$ 0.00,"$ 60,493,650.00",INTERVENTORIA PARA EL MEJORAMIENTO INTEGRAL Y URBANO DE LOS PAISAJES DEL NORTE Y BOSQUES DEL CACIQUE DEL MUNICIPIO DE BUCARAMANGA (IT-MC-17-12),BUCARAMANGA,LIQUIDADO,2017-09-27T00:00:00.000,2017-12-26T00:00:00.000,100.00%,"100%
ACTA FINAL"
2017,2038,$ 0.00,"$ 266,411,250.00","ESTUDIOS Y DISEÑOS PARA EL MEJORAMIENTO Y REHABILITACION DE LA VIA CHIMA - SIMACOTA, DEPARTAMENTO DE SANTANDER",SIMACOTA,LIQUIDADO,2017-09-29T00:00:00.000,2017-12-14T00:00:00.000,100.00%,100.00%
2017,2046,$ 0.00,"$ 74,715,161.00","MANTENIMIENTO RUTINARIO Y PERIODICO DE LAS VIAS SECUNDARIAS DEL MUNICIPIO DE TONA ENMARCADO DENTRO DEL PROYECTO ""MANTENIMIENTO RUTINARIO DE LAS VIAS SECUNDARIAS DEL DEPARTAMENTO DE SANTANDER""",TONA,LIQUIDADO,2017-10-18T00:00:00.000,2018-06-17T00:00:00.000,0.00%,0.00%
2017,2049,$ 0.00,"$ 220,000,000.00",REMODELACION DEL PARQUE DEL CENTRO POBLADO DE YARIMA MUNICIPIO DE SAN VICENTE DE CHUCURI ( NOTA : EL C.D.P ES DEL MUNICIPIO N. 1701210,SAN VICENTE DE CHUCURI,LIQUIDADO,2018-07-03T00:00:00.000,2019-07-02T00:00:00.000,0.00%,0.00%
2017,2083,$ 0.00,"$ 563,727,704.81",ATENCION DE EMERGENCIA SEGÚN DECRETO NO. 048 DE 2017 POR MEDIO SE DECLARA UNA SITUACION DE CALAMIDAD PUBLICA EN EL MUNICIPIO DE PARAMO SANTANDER,PARAMO,LIQUIDADO,2017-10-12T00:00:00.000,2018-01-11T00:00:00.000,100.00%,100.00%
2017,2084,$ 0.00,"$ 55,434,960.00",INTERVENTORIA PARA LA ATENCION DE EMERGENCIA SEGÚN DECRETO N. 048 DE 2017 POR MEDIO SE DECLARA UNA SITUACION DE CALAMIDAD PUBLICA EN EL MUNICIPIO DE PARAMO DEPARTAMENTO DE SANTANDER,PARAMO,LIQUIDADO,2017-12-12T00:00:00.000,2018-01-11T00:00:00.000,100.00%,"100%
ACTA FINAL"
2017,2097,$ 0.00,"$ 95,961,600.00","INTERVENTORIA TECNICA, ADMINISTRATIVA, Y FINANCIERA PARA LA CONSTRUCCION PLACA HUELLA SECTOR ALTO DE LA INDIA, VIA BARRANCABERMEJA EN EL MUNICIPIO SAN VICENTE DE CHUCURI, SANTANDER CENTRO ORIENTE.",SAN VICENTE DE CHUCURI,LIQUIDADO,2017-11-10T00:00:00.000,2018-12-27T00:00:00.000,100.00%,100.00%
2017,2104,$ 0.00,"$ 3,652,132,837.44","CONSTRUCCION DE MURO DE PROTECCION EN LA MARGEN DERECHA DEL RIO FRIO EN EL SECTOR SAN JORGE, MUNICIPIO DE GIRON, SANTANDER.( L.P.17-04)",GIRON,LIQUIDADO,2018-02-13T00:00:00.000,2018-12-12T00:00:00.000,76.91%,"40%
anticipo"
2017,2124,"DPTO ADIC: 5.367.233.377,27
MPIO ADIC: 3.620.868.478,39
MPIO ADIC: 2.033.908.142,54","$ 45,616,213,149.90","AMPLIACION Y OPTIMIZACION DEL INTERCAMBIADOR VIAL UBICADO EN EL SECTOR DEL PAPI QUIERO PIÑA DEL MUNICIPIO DE FLORIDABLANCA, AUTORIZADO PARA COMPROMETER VIGENCIAS FUTURAS DE EJECUCION SEGUN LO ESTIPULDO EN LA ORDENANZA 043 DE 27 SEPTIEMBRE DE 2017.",FLORIDABLANCA,LIQUIDADO,2017-10-25T00:00:00.000,2020-06-30T00:00:00.000,100.00%,100.00%
2017,2160,$ 0.00,"$ 673,142,297.00",CONSTRUCCION OBRAS COMPLEMENTARIAS Y ACABADOS DE LAS AREAS OBJETO DE ACTIVIDADES DE REFORZAMIENTO EN EL ESTADIO DEPARTAMENTAL ALFONSO LOPEZ BUCARAMANGA,BUCARAMANGA,LIQUIDADO,2017-11-21T00:00:00.000,2018-02-20T00:00:00.000,100.00%,100.00%
2017,2173,$ 0.00,"$ 1,444,086,492.18","REPOSICION DE REDES DE CAUEDUCTO Y ALCANTARILLLADO EN LOS SECTORES LA ATALAYA, LA CADENA KM 1 EN EL MUNICIPIO DE LANDAZURI",LANDAZURI,LIQUIDADO,2017-01-14T00:00:00.000,2019-08-14T00:00:00.000,100.00%,%
2017,2176,$ 0.00,$ 0.00,"ENTREGA QUE EL DEPARTAMENTO REALIZA AL MUNICIPIO, A TITUO DE COMODATO O PRESTAMO DE USO, DE UNA VOLQUETA (1) RETROEXCAVADORA PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DEL MUNICIPIO DE SANTA HELENA DEL OPON.",SANTA HELENA DEL OPON,LIQUIDADO,2017-10-31T00:00:00.000,2017-11-30T00:00:00.000,0.00%,0.00%
2017,2177,"$ 624,859,167.08","$ 2,762,285,647.08","EL APORTE QUE EL DEPARTAMENTO DE SANTANDER REALIZA A ACUASAN E.I.C.E. E.S.P. PARA FINANCIAR EL PROYECTO DENOMINADO ""OPTIMIZACION Y MEJORAMIENTO DEL SISTEMA DE ACUEDUCTO FASE 1 PARA LA VEREDA BEJARANAS DEL MUNICIPIO DE SAN GIL, DEPARTAMENTO DE SANTANDER"".",SAN GIL,LIQUIDADO,2017-12-13T00:00:00.000,2020-05-23T00:00:00.000,"100%
ACTA FINAL",100.00%
2017,2219,$ 0.00,"$ 789,028,840.00",CONSTRUCCION DEL ACUEDUCTO DE LA VEREDA ILARGUTA DEL MUNICIPIO DE MACARATIVA SEGUN LO ESTIPULADO EN LA ORDENANZA N. 043 DE 2017,MACARAVITA,LIQUIDADO,2017-12-15T00:00:00.000,2018-06-14T00:00:00.000,90.00%,"90%
ACTA 2"
2017,2220,$ 0.00,"$ 73,524,150.00",INTERVENTORIA PARA CONSTRUCCION OBRAS COMPLEMENTARIAS Y ACABADOS DE LAS AREAS OBJETO DE ACTIVIDADES DE REFORZAMIENTO EN EL ESTADIO DEPARTAMENTAL ALFONSO LOPEZ-BUCARAMANGA (M-C- 17-14 ),BUCARAMANGA,LIQUIDADO,2017-11-21T00:00:00.000,2018-02-20T00:00:00.000,100.00%,100.00%
2017,2226,$ 0.00,"$ 1,362,602,190.00",CONSTRUCCION DE LA RED DE ALCANTARILLADO PLUVIAL SOBRE LA CALLE 22 ENTRE 13 Y 16 Y LA CRA 16 ENTRE CALLE 22 Y 23 EN EL CORREGIMIENTO DE ACAPULCO MUNICIPIO DE GIRON SEGÚN LO ESTIPULADO EN LA ORDENANZA 043 DE 2017,GIRON,LIQUIDADO,2017-12-15T00:00:00.000,2019-03-14T00:00:00.000,100.00%,99.93%
2017,2227,$ 0.00,"$ 2,384,940,299.00",CONSTRUCCION DEL SISTEMA DE DISTRIBUCION DE AGUA POTABLE PARA LA VEREDA CHOCOA DEL MUNICIPIO DE GIRON. AUTORIZADO PARA COMPROMETER VIGENCIAS FUTURAS DE EJECUCION SEGUN LO ESTIPULADO EN LA ORDENANZA 037 DE 04 DE AGOSTO DE 2017.,GIRON,LIQUIDADO,2017-12-15T00:00:00.000,2020-01-29T00:00:00.000,100.00%,100.00%
2017,2229,$ 0.00,"$ 149,059,080.50",CONSTRUCCIÓN DE OBRAS COMPLEMENTARIAS PARA PUENTE LLANO MUNICIPIO DE CHARALA DEPARTAMENTO DE SANTANDER,CHARALA,LIQUIDADO,2017-12-13T00:00:00.000,2018-02-12T00:00:00.000,100.00%,"100%
RECIBO FINAL"
2017,2241,"$ 661,834,375.00","$ 6,958,979,731.00",REALIZAR LA OPTIMIZACION COLECTOR CALLE 5 ENTRE CARRERAS 10 Y 15 Y ALLE 6 ENTRE CARRERAS 15 Y 15 B DEL MUNICIPIO DE BUCARAMANGA.,BUCARAMANGA,LIQUIDADO,2017-12-15T00:00:00.000,2021-03-02T00:00:00.000,100.00%,100.00%
2017,2242,$ 0.00,"$ 622,492,053.89","MEJORAMIENTO, CONSTRUCCION Y ADECUACION DE OBRAS DE EQUIPAMIENTO URBANO EN ALGUNO BARRIOS DEL MUNICIPIO DE BUCARAMANGA",BUCARAMANGA,LIQUIDADO,2017-12-07T00:00:00.000,2018-10-26T00:00:00.000,100.00%,"14,5%
ACTA FINAL"
2017,2254,$ 0.00,"$ 14,018,835,886.63",CONSTRUCCION DEL PARQUE METROPOLITANO PARAPENTE EN LA MESA DE RUITOQUE DEL MUNICIPIO DE FLORIDABLANCA,FLORIDABLANCA,LIQUIDADO,2017-12-30T00:00:00.000,2021-04-30T00:00:00.000,100.00%,100.00%
2017,2258,"$ 240,000,000.00","$ 3,736,881,175.00","MEJORAMIENTO Y OPTIMIZACIÓN DE LA RED DE DISTRIBUCIÓN PRINCIPAL SECTOR SANTANDER EN EL MUNICIPIO DE SAN GIL, DEPARTAMENTO DE SANTANDER",SAN GIL,LIQUIDADO,2017-12-13T00:00:00.000,2019-07-30T00:00:00.000,100.00%,100.00%
2017,2259,$ 0.00,"$ 3,027,536,566.00",CONSTRUCCION PLAN MAESTRO DE ACUEDUCTO PARA EL MUNICIPIO DE BETULIA DEPARTAMENTO DE SANTANDER,BETULIA,LIQUIDADO,18/012/2017,2018-12-17T00:00:00.000,0.00%,0.00%
2017,2260,"$ 310,938,661.02","$ 1,627,602,995.02",REPOSICION DEL ALCANTARILLADO DE LA CARRERA 5 ENTRE CALLES 6-9 Y DE LA CALLE 8 ENTRE CARRERA 1 Y 2 DEL MUNICIPIO DE PIEDECUESTA.SEGUN LO ESTIPULADO EN LA ORDENANZA 056 DEL 08 DE NOVIEMBRE DE 2017,PIEDECUESTA,LIQUIDADO,2017-12-06T00:00:00.000,2018-08-05T00:00:00.000,100.00%,100.00%
2017,2260,"$ 310,938,661.02","$ 1,627,602,995.02",REPOSICION DEL ALCANTARILLADO DE LA CARRERA 5 ENTRE CALLES 6-9 Y DE LA CALLE 8 ENTRE CARRERA 1 Y 2 DEL MUNICIPIO DE PIEDECUESTA.,PIEDECUESTA,LIQUIDADO,2017-12-06T00:00:00.000,2018-08-05T00:00:00.000,99.62%,99.62%
2017,2263,"$ 260,134,849.85","$ 783,680,848.84",CONSTRUCCION DE OBRAS COMPLEMENTARIAS EN EL PUENTE CAÑO LAS ANGUSTIAS DEL MUNICIPIO DE PUERTO WILCHES SEGÚN LO ESTIPULADO EN LA ORDENANZA 056 DE 08 DE NOVIEMBRE DE 2017,PUERTO WILCHES,LIQUIDADO,2017-12-26T00:00:00.000,2018-12-29T00:00:00.000,100.00%,"100%
ACTA FINAL"
2017,2267,"$ 226,228,903.38","$ 687,184,981.00","EL APORTE QUE EL DEPARTAMENTO DE SANTANDER REALIZA AL MUNICIPIO DE OIBA PARA FINANCIAR EL PROYECTO DENOMINADO ""MEJORAMIENTO DEL COLISEO DE FERIAS LUIS CARLOS GALAN SARMIENTO DEL MUNICIPIO DE OIBA , SANTANDER, SEGUN LO ESTIPULADO EN LA ORDENANZA 056 DEL 8 DE NOVIEMBRE DE 2017 (VIGENCIA FUTURA).",OIBA,LIQUIDADO,2018-08-21T00:00:00.000,2019-11-03T00:00:00.000,20.00%,"20%
primer desembolso"
2017,2268,"$ 79,997,978.00","$ 805,495,139.66",CONSTRUCCION DE ESTRIBOS E INSTALACION DE PUENTE MILITAR SECTOR LA BATEA LANDAZURI- MIRALINDO DEPARTAMENTO DE SANTANDER,LANDAZURI,LIQUIDADO,2018-03-02T00:00:00.000,2020-12-19T00:00:00.000,100.00%,100.00%
2017,2269,$ 0.00,"$ 845,946,944.00",ANULAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER  Y EL MUNICIPIO DE VALLE DE SAN JOSE PARA FINANCIAR EL PROYECTO DENOMINADO PAVIMENTACION DE VIAS URBANAS DEL MUNICIPIO DEL VALLE DE SAN JOSE SANTANDER,VALLE DE SAN JOSE,LIQUIDADO,2018-01-15T00:00:00.000,2018-12-31T00:00:00.000,100.00%,"9,61%
FINAL"
2017,2271,"$ 315,822,187.00","$ 820,502,057.00","AUNAR ESFUERZOS Y REALIZAR LA COMPENSACION POR PERDIDAD DE BIODIVERSIDAD POR LA AFECTACION DE ECOSISTEMAS NATURALES DEBIDO A LA EJECUCION DE LAS OBRAS DE LA GRAN VIA YUMA EN UN AREA EN PREDIOS DEL INSTITUTO UNIVERSITARIO DE LA PAZ-UNIPAZ,MUNICIPIO DE BARRANCABERMEJA",BARRANCABERMEJA,EJECUCION,2022-02-17T00:00:00.000,2025-02-16T00:00:00.000,43.40%,70.09%
2017,2272,"$ 212,229,818.00","$ 694,145,600.00","AUNAR ESFUERZOS PARA COMPENSAR EN SU TOTALIDAD EL IMPACTO AMBIENTAL GENERADO POR EL APROVECHAMIENTO DE ARBOLES TALADOS EN LA EJECUCION DE LAS OBRAS DE LA GRAN VIA YUMA EN UN AREA EN PREDIOS DEL INSTITUTO UNIVERSITARIO DE LA PAZ - UNIPAZ, MUNICIPIO DE BARRANCABERMEJA",BARRANCABERMEJA,EJECUCION,2021-03-23T00:00:00.000,2024-07-23T00:00:00.000,57.10%,80.00%
2017,2273,$ 0.00,"$ 89,127,168.00",MANTENIMIENTO Y REHABILITACIÓN DE PUENTE EL BAGRE DEL MUNICIPIO DE SANTA HELENA DEL OPON SANTANDER.,SANTA HELENA DEL OPON,LIQUIDADO,2018-03-15T00:00:00.000,2018-11-14T00:00:00.000,100.00%,100.00%
2017,2274,$ 0.00,"$ 3,989,313,625.29","CONSTRUCCIÓN DEL MURO DE PROTECCIÓN EN LA MARGEN DERECHA DEL RIO FRIO, SECTOR SAN JORGE, MUNICIPIO DE GIRON SANTANDER",GIRON,LIQUIDADO,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2017,2275,$ 0.00,"$ 238,412,598.00","ANUAR ESFUERZOS TECNICOS ECONOMICOS Y FINANACIEROS PARA APOYAR A LOS MINERO DE SUBSISTENCIA, EN LOS MUNICIPIOS DEFINIDOS EN EL DEPARTAMENTO DE SANTANDER A TRAVES DE LA FORMULACION, Y ESTRUCTURACIÓN DE PROYECTOS PRODUCTIVOS, DE CONFORMIDAD A LA NORMATIVIDAD VIGENTE Y EN EL MARCO DE LA POLITICA MINERA NACIONAL (NUMERACION INTERNA DEL CONVENIO 505 DEL 2017)",DPTO,LIQUIDADO,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2017,2286,$ 0.00,"$ 10,454,495,962.00",CONSTRUCCION DEL CENTRO DEPORTIVO ACUATICO DE ALTO RENDIMIENTO DEL MUNICIPIO DE PIEDECUESTA SANTANDER (CON NUMERACION INTERNA DE COLDEPORTES 1365/2017),PIEDECUESTA,LIQUIDADO,2018-07-16T00:00:00.000,2020-12-30T00:00:00.000,0.00%,0.00%
2017,2287,$ 0.00,"$ 58,983,809,324.00","MEJORAMIENTO, MANTENIMIENTO Y CONSERVACION DE VIAS PARA CONECTIVIAD REGIONAL, FINANCIADOS CON RECURSOS DE LA ENAJENACION DE ISAGEN EN EL DEPARTAMENTO DE SANTANDER(CON NUMERACION INTERNA DEL INSTITUTO NACIONAL DE VIAS 1245/2017","AGUADA - BETULIA
BOLIVAR - CABRERA
CIMITARRA
CURITI - GUACA
GUAPOTA - OCAMONTE
PALMAS DEL SOCORRO
PARAMO - PINCHOTE
PUENTE NACIONAL
VALLE DE SAN JOSE
ZAPATOCA",TERMINADO,2017-11-11T00:00:00.000,2021-12-31T00:00:00.000,0.00%,0.00%
2017,2288,$ 0.00,"$ 36,000,000,000.00",MEJORAMINETO MANTENIMIENTO Y CONSERVACION DE VIAS PARA LA CONECTIVIDAD REGIONAL FINANCIADOS CON RECURSOS DE LA ENAJENACION DE ISAGEN EN EL MUNICIPIO DE PIEDECUESTA DEPARTAMENTO DE SANTANDER(CON NUMERACION INTERNA DEL INSTITUTO NAL.DE VIAS 1250 DEL 2017 (INTERCAMBIADOR GUATIGUARA),PIEDECUESTA,TERMINADO,2017-12-14T00:00:00.000,2021-02-28T00:00:00.000,100.00%,100.00%
2017,2289,$ 0.00,"$ 4,109,389,800.00","AUNAR ESFUERZOS TECNICOS, ADMINISTRATIVOS, Y FINANCIEROS ENTRE COLDEPPORTES Y EL DEPARTAMENTO SANTANDER, PARA LA EJECUCION, DEL PROYECTO DENOMINADO ""CONSTRUCCIONDEL CENTRO POLIFUNCIONAL PARA LA RECREACION Y EL DEPORTE UBICADO EN LAS CARRERAS 5 Y 6 ENTRE CALLES 1 Y 12 EN EL CASCO URBANO DEL MUNICIPIO DE CIMITARRA, SANTANDER"".(CON NUMERACION INTERNA DE COLDEPORTES 1374/201",CIMITARRA,TERMINADO,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2017,2290,$ 0.00,"$ 3,105,000,000.00","CONVENIO INTERADMINISTRATIVO ESPECIFICO, PARA LA FINANCIACION EJECUCION DE LA OBRA, PARA LA AMPLIACION Y MEJORAMIENTO DEL COLEGIO JOSE DE FERRO DEL MUNICIPIO DE ENCISO DEL DEPARTAMENTO DE SANTANDER(CON NUMERACION INTERNA DEL MINISTERIO N. 1363/2017)",ENCISO,LIQUIDADO,2017-11-10T00:00:00.000,2021-04-24T00:00:00.000,100.00%,100.00%
2017,2317,$ 0.00,"$ 28,738,500.00","INTERVANTORIA PARA EL MEJORAMIENTO, CONSTRUCCIÓN Y ADECUACIÓN DE OBRAS DE EQUIPQMIENTO URBNO EN ALGUNOS BARRIOS DEL MUNICIPIO DE BUCARAMANGA (MINIMA CUANTIA 17-16)",BUCARAMANGA,LIQUIDADO,2018-12-07T00:00:00.000,2018-11-10T00:00:00.000,100.00%,100.00%
2017,2372,$ 0.00,"$ 11,693,705.00",INTERVENTORIA PARA EL MEJORAMIENTO Y MANTENIMIENTO VIAL COROMORO A CHARALA SANTANDER,CHARALA,LIQUIDADO,2017-11-23T00:00:00.000,2018-01-22T00:00:00.000,100.00%,"100%
ACTA FINAL"
2017,2392,$ 0.00,"$ 459,125,800.00","APOYO  A LA ELABORACION DEL INVENTARIO DE LA RED VIAL  TERCIARIA DE LOS MUNICIPIOS DE GUADALUPE, LANDAZURI, MATANZA, SAN MIGUEL, SANTA ELENA DEL OPON, Y BETULIA.","GUADALUPE, LANDAZURI, MATANZA, SAN MIGUEL, SANTA ELENA DEL OPON, Y BETULIA.",LIQUIDADO,2017-12-20T00:00:00.000,2018-05-19T00:00:00.000,100.00%,100.00%
2017,2395,$ 0.00,"$ 44,160,900.00","INTERVENTORIA PARA EL APOYO A LA ELABORACION DEL INVENTARIO DE LA RED VIAL TERCIARIA DE LOS MUNICIPIOS DE GUADALUPE. LANDAZURI, MATANZA, SAN MIGUEL, SANTA HELENA DEL OPON, Y BEULIA (M.C. 17-15)","GUADALUPE. LANDAZURI, MATANZA, SAN MIGUEL, SANTA HELENA DEL OPON, Y BETULIA",TERMINADO,2017-12-20T00:00:00.000,2018-05-19T00:00:00.000,100.00%,100.00%
2017,2398,"$ 190,970,460.00","$ 611,677,341.18",MEJORAMIENTO INTEGRAL BARRIO  CONQUISTADORES  DEL MUNICIPIO DE BUCARAMANGA (S.A. 17-09),BUCARAMANGA,LIQUIDADO,2018-01-29T00:00:00.000,2018-08-13T00:00:00.000,100.00%,100.00%
